start	end	text
637820	639820	Rise unscathed.
639820	641820	It's a brand new day.
641820	649820	See the sun is shining and the rain is falling like it was just yesterday.
649820	651820	Feel like living.
651820	655820	Got a reason to stay.
655820	657820	Gonna rise unscathed.
657820	661820	Throw my troubles away cause it's a brand new day.
661820	665820	Brand new day.
665820	667820	Brand new day.
667820	669820	Brand new day.
669820	671820	Brand new day.
671820	673820	It's a brand new day.
673820	675820	Gonna rise unscathed.
675820	677820	Brand new day.
677820	679820	Brand new day.
679820	685820	See the sun is shining and the rain is falling like it was just yesterday.
685820	687820	Feel like living.
687820	691820	Got a reason to stay.
691820	693820	Gonna rise unscathed.
693820	697820	Throw my troubles away cause it's a brand new day.
697820	699820	Brand new day.
703820	705820	It's a brand new day.
705820	707820	Brand new day.
707820	709820	Brand new day.
710820	712820	Brand new day.
724820	726820	Hello, I'm Sean Ross.
729820	735820	Hello, I'm Sean Ross and I'm from the Webberville FFA chapter, Webberville, Michigan.
735820	741820	I'm James Greenwald from the Lingaforte Laramie FFA chapter in Wyoming. Let's go, pokes!
742820	746820	I'm Matt Mills from the Mission Valley FFA chapter in Kansas.
748820	752820	I'm Ron Ruff. I'm Ron Ruff from the Belt Valley chapter, Belt, Montana.
753820	757820	I'm David Bridges from Florida. It's somewhat warmer there right now.
757820	760820	We're going to play a song called Dicks Land Jamboree.
765820	767820	Dicks Land Jamboree.
795820	797820	Dicks Land Jamboree.
825820	827820	Dicks Land Jamboree.
855820	857820	Dicks Land Jamboree.
885820	887820	Dicks Land Jamboree.
915820	917820	Dicks Land Jamboree.
945820	947820	Dicks Land Jamboree.
975820	977820	Dicks Land Jamboree.
1005820	1007820	Dicks Land Jamboree.
1035820	1050820	And next, we have from Breckenridge, Michigan, a young lady who's been tap dancing for about 11 years.
1050820	1053820	Her name is Tammy Valier and she has cleaned it up the town.
1053820	1058820	Would you have a big round of applause, please, for Tammy Valier. Bring her on.
1065820	1067820	Let's go.
1095820	1099820	The time won't back it, but the air won't disappear.
1099820	1101820	They knew that they were missing some more.
1101820	1104820	The boys and the teachers only called us Mother and Sheep.
1104820	1108820	They were the parts that taught them how to do the joys that they're fighting.
1108820	1111820	And now they're the parts that the both of us must be standing.
1111820	1114820	We're in love this time.
1114820	1116820	Oh, yeah.
1124820	1129820	The boys came up and they'd seen those books for real.
1129820	1131820	And they knew they'd get it right.
1131820	1134820	The words told them they had nothing to fear.
1134820	1136820	Yeah, the boys were real.
1136820	1139820	They were standing in the hearts, but made it still.
1139820	1144820	And they saw it back around and the whole town started to roar.
1144820	1147820	And she was standing like so strong.
1147820	1149820	She was falling down to the floor.
1149820	1152820	They were boxing and jumping and she was doing stuff right here.
1152820	1155820	And they got down to the point where it goes fast as she came.
1155820	1158820	They were standing on the top.
1158820	1162820	They were boxing and jumping and she was doing stuff right here.
1162820	1166820	And they got down to the point where you should see those spectators in the trance.
1166820	1169820	Look what's made you dance.
1196820	1208820	Well, I've been up to your door, happy now that I'm not a grown-up boy.
1208820	1211820	But if the boys had come to the rest of the cruise,
1211820	1213820	I'm gonna be making noise.
1213820	1217820	They were boxing and jumping and she was doing stuff right here.
1217820	1220820	And they got down to the point where it goes fast as she came.
1220820	1223820	We're cleaning up the town.
1226820	1236820	["The Choir's Song"]
1236820	1246820	["The Choir's Song"]
1246820	1249820	Nanny Valier.
1249820	1254820	Next we'd like you to meet a couple of the singers in the chorus.
1254820	1257820	The gentleman's name is Alan Broussard.
1257820	1260820	He has been with me for over a couple of years now from Louisiana,
1260820	1262820	and he's also the student director of the group
1262820	1264820	and been doing some introductions.
1264820	1267820	And the young lady is from Missouri.
1267820	1268820	Her name is Rachel McDonald,
1268820	1270820	and she's the sister of Becky McDonald,
1270820	1272820	who's been with me for about three years.
1272820	1274820	They're going to be doing an Anne Murray tune
1274820	1276820	and a duet entitled,
1276820	1279820	Nobody Loves Me Like You Do.
1279820	1282820	Let's go, Rachel and Alan.
1282820	1297820	["The Choir's Song"]
1297820	1304820	Like a candle burning bright
1304820	1310820	Love is glowing in your eyes
1310820	1313820	Flame turned light our way
1313820	1317820	That burns brighter every day
1317820	1325820	Now I have you
1325820	1337820	Nobody loves me like you do
1337820	1344820	Like a leaf upon the wind
1344820	1350820	I could find no place to hide
1350820	1354820	I dream the hours away
1354820	1358820	Wandered every day
1358820	1366820	Do dreams come true
1366820	1373820	Nobody loves me like you do
1373820	1377820	What if I never met you?
1377820	1380820	Where would I be right now?
1380820	1387820	Funny how life just falls in place somehow
1387820	1391820	You touch my heart in places
1391820	1395820	That I never even knew
1395820	1407820	Nobody loves me like you do
1407820	1414820	I was words without a tune
1414820	1420820	I was a song still unsung
1420820	1424820	A poem with no rhyme
1424820	1427820	A dancer out of time
1427820	1435820	But now there's you
1435820	1442820	Nobody loves me like you do
1442820	1446820	What if I never met you?
1446820	1449820	Where would I be right now?
1449820	1456820	Funny how life just falls in place somehow
1456820	1460820	You touch my heart in places
1460820	1464820	That I never even knew
1464820	1468820	Nobody loves me
1468820	1471820	Nobody loves me
1471820	1478820	Nobody loves me like you do
1478820	1494820	Nobody loves me like you do
1494820	1515820	The next song I'd like to introduce to you represents the entire reason why we are here this evening and throughout the week.
1515820	1518820	We would like to celebrate the music.
1524820	1530820	The song you say by melody
1530820	1536820	The song you say by words
1536820	1542820	When I hear, I hear my music
1542820	1548820	I want to sing, I want to sing with you
1548820	1554820	I want the world to sing my song with me
1554820	1560820	I want the world to hear my song
1560820	1566820	So come on, come on, let your hands with me
1566820	1572820	I got the song and you got the time
1572820	1578820	Celebrate the music, celebrate the good times
1578820	1583820	Let the music move you to the beat of the band
1583820	1587820	Sing it one more time
1587820	1593820	Celebrate the music, celebrate the good times
1593820	1599820	Let the music move you to the beat of the band
1602820	1608820	My song, never let the music stop
1608820	1612820	I want a good time
1612820	1614820	Never let the rhythm drop
1614820	1618820	I want to sing my song
1618820	1620820	Never let the music stop
1620820	1624820	Good song
1624820	1626820	Never let the rhythm drop
1626820	1630820	I want to sing my song
1630820	1632820	Never let the music stop
1632820	1636820	Good song
1636820	1639820	Celebrate the music
1639820	1642820	Celebrate the good times
1642820	1647820	Let the music move you to the beat of the band
1647820	1651820	Sing it one more time
1651820	1655820	Celebrate the music
1655820	1663820	with my song
1673820	1676820	Hi there
1676820	1680820	Having a good time?
1680820	1684820	I'm Susan Hahn and I'm from the Minnesota chapter
1689820	1695820	You've heard the band play contemporary music, Dixieland music, and patriotic music
1695820	1700820	And now the band is going to prove that it can also rock
1704820	1707820	We have two soloists, one is on the trap set
1707820	1709820	And that is Chris Pan Baker
1709820	1713820	And we have a twirler, which is Cheryl Van Luen
1857820	1867820	One, two, three, four, five, six, seven, eight
1867820	1875820	One, two, three, four, five, six, seven, eight
1888820	1894820	How many of you out there like Lionel Richie?
1901820	1905820	Well, I'm sorry to say that he was unable to be with us this evening
1905820	1908820	But he sent his brother instead
1908820	1914820	I'd like to introduce to you Charles Johnson from the Indiana Association
1914820	1917820	And he would just like to say hello
1944820	1949820	With you inside my mind
1949820	1956820	And in my dreams I kissed your lips a thousand times
1956820	1964820	And sometimes see you pass outside my door
1964820	1967820	Hello
1967820	1971820	Is it me you're looking for?
1971820	1975820	I can see it in your eyes
1975820	1979820	I can see it in your smile
1979820	1983820	You all I ever wanted
1983820	1986820	My arms open wide
1986820	1990820	Cause you know just what to say
1990820	1994820	And you know just what to do
1994820	1999820	And I want to tell you so much
1999820	2003820	I love you
2007820	2015820	I long to see the sunlight in your head
2015820	2019820	And tell you time and time again
2019820	2022820	How much I care
2022820	2029820	Sometimes I feel my heart will overflow
2029820	2032820	Hello
2032820	2036820	I just got to let you know
2036820	2040820	Cause I wonder where you are
2040820	2043820	And I wonder what you do
2043820	2047820	Are you somewhere feeling lonely
2047820	2051820	Or someone loving you
2051820	2054820	Tell me how to win your heart
2054820	2059820	For I haven't got a clue
2059820	2064820	But let me start by saying
2064820	2069820	I love you
2071820	2074820	Hello
2074820	2078820	Is it me you're looking for?
2078820	2082820	I can see it in your eyes
2082820	2086820	I can see it in your eyes
2086820	2089820	I just got to let you know
2089820	2092820	Cause I wonder where you are
2092820	2096820	And I wonder what you do
2096820	2100820	Are you somewhere feeling lonely
2100820	2103820	Or someone loving you
2103820	2107820	Tell me how to win your heart
2107820	2110820	For I haven't got a clue
2110820	2113820	But let me start by saying
2113820	2116820	I love you
2119820	2122820	Hello
2123820	2127820	I love you
2132820	2136820	Charles Johnson
2137820	2139820	Wonderful
2142820	2146820	There is an emergency message for Mr. Stengel from Dupre, Wisconsin
2146820	2149820	Would you please report to the secretary station
2149820	2152820	Mr. Stengel from Dupre, Wisconsin
2152820	2156820	We'd next like to introduce you an act that really is one of the finest in the country
2156820	2160820	Jimmy Milton has appeared on Grand Ole Opry
2160820	2165820	He is the entertainer of the year in the Louisiana Hayride
2165820	2167820	He's from Chester City, Tennessee
2167820	2169820	Jimmy Milton and his father
2169820	2172820	Ladies and gentlemen, let's have a big round of applause for the Miltons
2172820	2174820	Right there they are
2255820	2257820	Thank you
2281820	2283820	Thank you
2283820	2285820	Thank you very much
2285820	2287820	We're going to do a song right now
2287820	2290820	I'm going to dedicate this one
2290820	2293820	Narrow it down a little bit
2293820	2296820	Got any rodeoers out there
2296820	2298820	Any rodeoers?
2298820	2302820	And we'll include all people from Texas on this song
2313820	2321820	Everything that I got is just what I got on
2321820	2325820	When that sun is high in that Texas sky
2325820	2330820	I'll be looking at your county fair
2330820	2333820	Amorillo by morning
2333820	2337820	Amorillo I'll be there
2343820	2346820	They took my saddle in Houston
2346820	2350820	Broke my leg in Santa Fe
2350820	2354820	Lost my wife and a girlfriend
2354820	2359820	Somewhere along the way
2359820	2363820	And I'll be looking for aid when they pull that gate
2363820	2368820	And I hope that judge ain't blind
2368820	2371820	Amorillo by morning
2371820	2376820	Amorillo's on my mind
2381820	2385820	Amorillo by morning
2385820	2389820	Up from San Antonio
2389820	2392820	Everything that I got
2392820	2397820	Is just what I've got on
2397820	2399820	I ain't got a dime
2399820	2401820	But what I got is mine
2401820	2405820	I ain't rich but Lord I'm free
2405820	2408820	And Amorillo by morning
2408820	2413820	Amorillo's where I'll be
2413820	2416820	Amorillo by morning
2416820	2421820	Amorillo's where I'll be
2429820	2434820	Thank you
2434820	2435820	Thank you
2435820	2438820	And we're gonna close my part of the show out right fast
2438820	2442820	With a verse and a chorus or two of Foggy Mountain Breakdown
2442820	2444820	Had it back by popular request
2489820	2490820	Thank you
2516820	2517820	Thank you
2519820	2520820	Thank you
2529820	2532820	There's been a fresh contemporary arrangement made
2532820	2535820	Of tunes like Yankee Doodle, Chester and America the Beautiful
2535820	2539820	Which have been put together into a neat patriotic package
2539820	2542820	That we are going to perform for you right now
2542820	2545820	The American Trilogy by Jay Chattoway
2549820	2550820	Thank you
2579820	2580820	Thank you
2609820	2610820	Thank you
2639820	2640820	Thank you
2669820	2670820	Thank you
2699820	2700820	Thank you
2729820	2730820	Thank you
2759820	2760820	Thank you
2789820	2790820	Thank you
2819820	2820820	Thank you
2849820	2850820	Thank you
2879820	2880820	Thank you
2909820	2910820	Thank you
2939820	2940820	Thank you
2969820	2970820	Thank you
2999820	3000820	Thank you
3029820	3030820	Thank you
3059820	3060820	Thank you
3089820	3090820	Thank you
3119820	3120820	Thank you
3149820	3150820	Thank you
3179820	3180820	Thank you
3209820	3229820	Now I'd like a big round of applause please for the Danville, Alabama string band. Will you bring them on Danville, Alabama? Let's roll it. These guys are good and we're going to have a little kicking music here now. You got everything set up? Ladies and gentlemen, the Danville, Alabama band, go.
3240820	3262820	As I sit here, along with my memories, thinking back to the years long ago, to the past, to hear us down in Georgia, and the sweet girl that I used to know. She was young and in love with me only.
3262820	3273820	I was good news and foolish I guess, so I walked her right out of her sweet Georgia heart, and the fact that I'm lonely tells me friends.
3273820	3288820	How I miss my Georgia girl today, how I miss the pine woods and her hot Georgia clay, how I miss the simple life so many miles away, how I miss my Georgia girl today.
3292820	3303820	Music
3303820	3317820	There's a moon shining bright on my doorstep, like I seem shiny, bright and bright, but it's cool to learn my flasco, and I shoot the moon along with mine.
3317820	3332820	Fifteen years have slipped through my fingers, I've got this night known by the sky, but I won't lose you, my Georgia wings are cold, if I don't see anything this time.
3332820	3351820	How I miss my Georgia girl today, how I miss the pine woods and her hot Georgia clay, how I miss the simple life so many miles away, how I miss my Georgia girl today, how I miss my Georgia girl today.
3351820	3357820	Music
3357820	3377820	Well, these highway 40 blue, I won't tell them off my shoes, how many days since I've been gone, I've loved seeing the lights at home, wasted time with money too, so I need to search the truth.
3378820	3385820	In the kid I had to lose, lose a little bit of paper, cause I've got these highway 40 miles away.
3385820	3398820	I wake home when I was young, told me lies are things that come, leaving fortune lies ahead, that's what the moonlight has said.
3399820	3412820	Shedding dreams of mine is done, money is ghost, I got my gun, I don't feel with bitter tears, but ain't been holding you, I think I wake 40 miles away.
3415820	3441820	Music
3441820	3455820	You know I've rambled all around, I could roll myself in town to town, with pretty girls that have to say, none of them can make me stay.
3455820	3469820	I'm playing music all the time, and fancy clothes, big climb cars, think some country boy can't use, think some land is yours, you got these highway 40 miles away.
3470820	3478820	Music
3479820	3481820	Thank you very much.
3485820	3497820	There's a message for Arthur Slaughter's of the Caldwell County Chapter in Princeton, Kentucky, you're to report to the information booth in the lobby.
3497820	3510820	Hello everyone, I'm Shanna Murdoch from the Washington Association.
3511820	3518820	In our next number, the band will be featuring three very talented trumpet players.
3518820	3531820	Their names are Mark Obertas of Montana, Steve Szilacic from Wisconsin, and James Greenwald of Wyoming.
3532820	3543820	And I'd also like to add that James is a member of the McDonald's All American High School Band, which will be performing at Macy's at Thanksgiving time, and in the Rose Parade in California.
3543820	3550820	Now I'm very pleased to present you with Bugler's Holiday.
3550820	3560820	Music
3580820	3590820	Music
3591820	3601820	Music
3601820	3611820	Music
3612820	3621820	Music
3621820	3631820	Music
3632820	3641820	Music
3641820	3651820	Music
3652820	3661820	Music
3661820	3671820	Music
3672820	3681820	Music
3681820	3691820	Music
3692820	3701820	Music
3701820	3711820	Music
3712820	3721820	Music
3721820	3731820	Music
3739820	3748820	Before I introduce our next song, we have an announcement with Doug Stengel, please go to the information booth which is outside in the lobby.
3748820	3760820	This next song has been very popular for quite some time, and the soloist we have to present to you tonight is probably one of the finest I've seen in a long time.
3761820	3769820	He's probably even better than the record itself. We hope that the chills we experience each time we say these words will be conveyed to you.
3769820	3777820	Now allow me to introduce Jason Frazier, a guy we all like to call Bird, representing the Texas Association.
3777820	3796820	Music
3796820	3806820	Music
3807820	3817820	Music
3817820	3827820	Music
3828820	3838820	Music
3838820	3848820	Music
3848820	3858820	Music
3859820	3869820	Music
3869820	3879820	Music
3880820	3890820	Music
3890820	3900820	Music
3901820	3911820	Music
3911820	3921820	Music
3922820	3932820	Music
3932820	3942820	Music
3942820	3952820	Music
3952820	3962820	Music
3962820	3972820	Music
3972820	3981820	Music
3981820	3991820	Music
3991820	4001820	Music
4001820	4011820	Music
4011820	4020820	I have an announcement. Miss Albee and Mr. Aide from Wisconsin, please report to the first aid booth. Miss Albee and Mr. Aide.
4020820	4029820	Good evening, future farmers. My name is Maureen Freeman and I represent the state of Nebraska.
4029820	4044820	As we look at our American history, we find the pride, the patriotism, and the opportunities granted us, and the next song we're about to play resembles all of those things.
4044820	4059820	We're now proud to introduce to you the John Philip Seuss's famous Stars and Stripes Forever, featuring pickle players Julie Hines of Ohio, Lynette Hess of Wisconsin, and Kanita McCord of Florida.
4059820	4069820	Music
4069820	4089820	Music
4089820	4099820	Music
4099820	4109820	Music
4109820	4119820	Music
4119820	4129820	Music
4129820	4139820	Music
4139820	4149820	Music
4149820	4159820	Music
4159820	4169820	Music
4169820	4179820	Music
4179820	4189820	Music
4189820	4199820	Music
4199820	4209820	Music
4209820	4218820	Music
4218820	4228820	Music
4228820	4238820	Music
4238820	4247820	Music
4247820	4257820	Music
4257820	4267820	Music
4267820	4277820	Music
4277820	4287820	Music
4287820	4297820	Music
4297820	4307820	Music
4307820	4317820	Music
4317820	4327820	Music
4327820	4337820	Music
4337820	4347820	Music
4347820	4357820	Music
4357820	4367820	Music
4367820	4377820	Music
4377820	4387820	Music
4387820	4397820	Music
4397820	4407820	Music
4407820	4417820	Music
4417820	4427820	Music
4427820	4437820	Music
4437820	4447820	Music
4447820	4457820	Music
4457820	4467820	Music
4467820	4477820	Music
4477820	4487820	Music
4487820	4497820	Music
4497820	4507820	Music
4507820	4517820	Music
4517820	4527820	Music
4527820	4537820	Music
4537820	4547820	Music
4547820	4557820	Music
4557820	4567820	Music
4567820	4577820	Music
4577820	4597820	Music
4597820	4607820	Music
4607820	4617820	Music
4617820	4627820	Music
4627820	4647820	Applause
4647820	4657820	Applause
4657820	4667820	Applause
4667820	4677820	Applause
4677820	4687820	Applause
4687820	4697820	Applause
4697820	4707820	Applause
4707820	4717820	Applause
4717820	4727820	Applause
4727820	4737820	Applause
4737820	4747820	Applause
4747820	4757820	Applause
4757820	4767820	Applause
4767820	4777820	Applause
4777820	4787820	Applause
4787820	4795820	Applause
4795820	4805820	Applause
4805820	4815820	Applause
4815820	4825820	Applause
4825820	4835820	Applause
4835820	4845820	Applause
4845820	4855820	Applause
4855820	4865820	Applause
4865820	4875820	Applause
4875820	4885820	Applause
4885820	4895820	Applause
4895820	4905820	Applause
4905820	4915820	Applause
4915820	4925820	Applause
4925820	4935820	Applause
4935820	4945820	Applause
4945820	4955820	Applause
4955820	4965820	Applause
4965820	4975820	Applause
4975820	4985820	Applause
4985820	4995820	Applause
4995820	5003820	Applause
5003820	5013820	Applause
5013820	5023820	Applause
5023820	5031820	Applause
5031820	5041820	Applause
5041820	5051820	Applause
5051820	5059820	Applause
5059820	5069820	Applause
5069820	5079820	Applause
5079820	5087820	Applause
5087820	5097820	Applause
5097820	5107820	Applause
5107820	5115820	Applause
5115820	5125820	Applause
5125820	5135820	Applause
5135820	5143820	Applause
5143820	5153820	Applause
5153820	5163820	Applause
5163820	5171820	Applause
5171820	5181820	Applause
5181820	5191820	Applause
5191820	5199820	Applause
5199820	5209820	Applause
5209820	5219820	Applause
5219820	5227820	Applause
5227820	5237820	Applause
5237820	5247820	Applause
5247820	5255820	Applause
5255820	5265820	Applause
5265820	5275820	Applause
5275820	5283820	Applause
5283820	5293820	Applause
5293820	5303820	Applause
5303820	5311820	Applause
5311820	5321820	Applause
5321820	5331820	Applause
5331820	5339820	Applause
5339820	5349820	Applause
5349820	5359820	Applause
5359820	5367820	Applause
5367820	5377820	Applause
5377820	5387820	Applause
5387820	5395820	Applause
5395820	5405820	Applause
5405820	5415820	Applause
5415820	5423820	Applause
5423820	5433820	Applause
5433820	5443820	Applause
5443820	5451820	Applause
5451820	5461820	Applause
5461820	5471820	Applause
5471820	5479820	Applause
5479820	5489820	Applause
5489820	5499820	Applause
5499820	5507820	Applause
5507820	5517820	Applause
5517820	5527820	Applause
5527820	5535820	Applause
5535820	5545820	Applause
5545820	5555820	Applause
5555820	5563820	Applause
5563820	5573820	Applause
5573820	5583820	Applause
5583820	5591820	Applause
5591820	5601820	Applause
5601820	5611820	Applause
5611820	5619820	Applause
5619820	5629820	Applause
5629820	5639820	Applause
5639820	5647820	Applause
5647820	5657820	Applause
5657820	5667820	Applause
5667820	5675820	Applause
5675820	5685820	Applause
5685820	5695820	Applause
5695820	5703820	Applause
5703820	5713820	Applause
5713820	5723820	Applause
5723820	5731820	Applause
5731820	5741820	Applause
5741820	5751820	Applause
5751820	5759820	Applause
5759820	5769820	Applause
5769820	5779820	Applause
5779820	5787820	Applause
5787820	5797820	Applause
5797820	5807820	Applause
5807820	5815820	Applause
5815820	5825820	Applause
5825820	5835820	Applause
5835820	5843820	Applause
5843820	5863820	Applause
5863820	5871820	Applause
5871820	5881820	Applause
5881820	5891820	Applause
5891820	5899820	Applause
5899820	5909820	Applause
5909820	5919820	Applause
5919820	5927820	Applause
5927820	5937820	Applause
5937820	5947820	Applause
5947820	5955820	Applause
5955820	5965820	Applause
5965820	5975820	Applause
5975820	5983820	Applause
5983820	5993820	Applause
5993820	6003820	Applause
6003820	6011820	Applause
6011820	6021820	Applause
6021820	6031820	Applause
6031820	6039820	Applause
6039820	6049820	Applause
6049820	6059820	Applause
6059820	6067820	Applause
6067820	6077820	Applause
6077820	6087820	Applause
6087820	6095820	Applause
6095820	6105820	Applause
6105820	6115820	Applause
6115820	6123820	Applause
6123820	6133820	Applause
6133820	6143820	Applause
6143820	6151820	Applause
6151820	6161820	Applause
6161820	6171820	Applause
6171820	6179820	Applause
6179820	6189820	Applause
6189820	6199820	Applause
6199820	6207820	Applause
6207820	6217820	Applause
6217820	6227820	Applause
6227820	6235820	Applause
6235820	6245820	Applause
6245820	6255820	Applause
6255820	6263820	Applause
6263820	6273820	Applause
6273820	6283820	Applause
6283820	6291820	Applause
6291820	6301820	Applause
6301820	6311820	Applause
6311820	6319820	Applause
6319820	6329820	Applause
6329820	6339820	Applause
6339820	6347820	Applause
6347820	6357820	Applause
6357820	6367820	Applause
6367820	6375820	Applause
6375820	6385820	Applause
6385820	6395820	Applause
6395820	6403820	Applause
6403820	6413820	Applause
6413820	6423820	Applause
6423820	6431820	Applause
6431820	6441820	Applause
6441820	6451820	Applause
6451820	6459820	Applause
6459820	6469820	Applause
6469820	6479820	Applause
6479820	6487820	Applause
6487820	6497820	Applause
6497820	6507820	Applause
6507820	6515820	Applause
6515820	6525820	Applause
6525820	6535820	Applause
6535820	6543820	Applause
6543820	6553820	Applause
6553820	6563820	Applause
6563820	6571820	Applause
6571820	6581820	Applause
6581820	6591820	Applause
6591820	6599820	Applause
6599820	6609820	Applause
6609820	6619820	Applause
6619820	6627820	Applause
6627820	6637820	Applause
6637820	6647820	Applause
6647820	6655820	Applause
6655820	6665820	Applause
6665820	6675820	Applause
6675820	6683820	Applause
6683820	6693820	Applause
6693820	6703820	Applause
6703820	6711820	Applause
6711820	6721820	Applause
6721820	6731820	Applause
6731820	6739820	Applause
6739820	6749820	Applause
6749820	6759820	Applause
6759820	6767820	Applause
6767820	6777820	Applause
6777820	6787820	Applause
6787820	6795820	Applause
6795820	6805820	Applause
6805820	6815820	Applause
6815820	6823820	Applause
6823820	6833820	Applause
6833820	6843820	Applause
6843820	6851820	Applause
6851820	6861820	Applause
6861820	6871820	Applause
6871820	6879820	Applause
6879820	6889820	Applause
6889820	6899820	Applause
6899820	6907820	Applause
6907820	6917820	Applause
6917820	6927820	Applause
6927820	6935820	Applause
6935820	6937820	Applause
